PPCName,S1,S2,S3,S4,S5
p58_gpcc-octree-predlift_r06,0.77588,0.90577,0.45561,0.9249,0.8783
p58_gpcc-octree-raht_r02,0.24033,0.46848,0.019489,0.53035,0.064147
p58_gpcc-octree-raht_r03,0.4893,0.71642,0.043695,0.64361,0.25725
p58_gpcc-octree-raht_r04,0.70981,0.87565,0.15007,0.84191,0.57132
p58_gpcc-octree-raht_r05,0.76674,0.90682,0.30376,0.89312,0.77286
p58_gpcc-octree-raht_r06,0.77588,0.90577,0.43911,0.91655,0.8783
p58_vpcc_r00,0.39397,0.51752,0.03364,0.65824,0.89755
p58_vpcc_r01,0.50439,0.60856,0.053938,0.72431,0.9835
p58_vpcc_r02,0.59556,0.68317,0.098525,0.8114,0.99895
p58_vpcc_r03,0.67193,0.74811,0.17031,0.88208,1
p58_vpcc_r04,0.72403,0.78742,0.24282,0.91129,1
p58_vpcc_r05,0.77618,0.85765,0.25774,0.91078,0.92739
p65_geocnn_r01,0.72883,0.78106,0.31488,0.86061,1
p65_geocnn_r02,0.79237,0.83338,0.33451,0.85495,1
p65_geocnn_r03,0.84856,0.88597,0.34499,0.84993,1
p65_geocnn_r04,0.8922,0.93009,0.35371,0.84665,0.9931
p65_gpcc-octree-predlift_r02,0.23495,0.4844,0.042313,0.52949,0.066203
p65_gpcc-octree-predlift_r03,0.48437,0.72857,0.074645,0.62493,0.26137
p65_gpcc-octree-predlift_r04,0.7087,0.88036,0.209,0.90022,0.57563
p65_gpcc-octree-predlift_r05,0.76635,0.90874,0.42801,0.93496,0.77444
p65_gpcc-octree-predlift_r06,0.78145,0.9123,0.60111,0.93855,0.88337
p65_gpcc-octree-raht_r02,0.23495,0.4844,0.039353,0.52953,0.066203
p65_gpcc-octree-raht_r03,0.48437,0.72857,0.069257,0.61994,0.26137
p65_gpcc-octree-raht_r04,0.7087,0.88036,0.18602,0.85425,0.57563
p65_gpcc-octree-raht_r05,0.76635,0.90874,0.40648,0.91746,0.77444
p65_gpcc-octree-raht_r06,0.78145,0.9123,0.567,0.92686,0.88337
p65_vpcc_r00,0.40161,0.55554,0.04987,0.6048,0.86746
p65_vpcc_r01,0.51328,0.64539,0.067962,0.65841,0.94701
p65_vpcc_r02,0.60981,0.71565,0.10954,0.75111,0.99847
p65_vpcc_r03,0.67695,0.76602,0.21113,0.86358,0.99754
p65_vpcc_r04,0.72534,0.80408,0.38167,0.92286,0.9918
p65_vpcc_r05,0.77362,0.85927,0.45202,0.93097,0.91935
p67_geocnn_r01,0.79076,0.83631,0.28417,0.90419,1
p67_geocnn_r02,0.83911,0.87869,0.29815,0.89708,1
p67_geocnn_r03,0.88254,0.91588,0.30935,0.89037,1
p67_geocnn_r04,0.91621,0.94376,0.31751,0.88582,1
p67_gpcc-octree-predlift_r02,0.23223,0.47032,0.027497,0.51767,0.06693
p67_gpcc-octree-predlift_r03,0.48544,0.72743,0.053024,0.61314,0.26201
p67_gpcc-octree-predlift_r04,0.70647,0.87661,0.16616,0.85801,0.57669
p67_gpcc-octree-predlift_r05,0.76395,0.90583,0.34703,0.90201,0.7743
p67_gpcc-octree-predlift_r06,0.78302,0.91396,0.53332,0.93013,0.88437
p67_gpcc-octree-raht_r02,0.23223,0.47032,0.025814,0.5186,0.06693
p67_gpcc-octree-raht_r03,0.48544,0.72743,0.047944,0.60684,0.26201
p67_gpcc-octree-raht_r04,0.70647,0.87661,0.14336,0.828,0.57669
p67_gpcc-octree-raht_r05,0.76395,0.90583,0.32832,0.8915,0.7743
p67_gpcc-octree-raht_r06,0.78302,0.91396,0.4974,0.91963,0.88437
p67_vpcc_r00,0.50012,0.63886,0.034225,0.59891,0.8592
p67_vpcc_r01,0.60653,0.72042,0.050571,0.65679,0.93911
p67_vpcc_r02,0.68619,0.77706,0.096005,0.78707,0.9722
p67_vpcc_r03,0.74495,0.82167,0.22316,0.90241,0.9772
p67_vpcc_r04,0.78894,0.85056,0.40912,0.93641,1
p67_vpcc_r05,0.83129,0.8931,0.51073,0.9414,0.96228
p68_geocnn_r03,0.78125,0.84096,0.15495,0.83001,1
p68_geocnn_r04,0.82312,0.88899,0.15519,0.8326,1
p68_gpcc-octree-predlift_r02,0.22977,0.5236,0.011939,0.53431,0.064272
p68_gpcc-octree-predlift_r03,0.47992,0.75978,0.030281,0.66542,0.25997
p68_gpcc-octree-predlift_r04,0.70709,0.88747,0.11093,0.92437,0.57367
p68_gpcc-octree-predlift_r05,0.76486,0.9102,0.2314,0.93763,0.77354
p68_gpcc-octree-predlift_r06,0.78423,0.91703,0.39383,0.95858,0.88302
p68_gpcc-octree-raht_r02,0.22977,0.5236,0.010854,0.53112,0.064272
p68_gpcc-octree-raht_r03,0.47992,0.75978,0.028388,0.65375,0.25997
p68_gpcc-octree-raht_r04,0.70709,0.88747,0.10061,0.90322,0.57367
p68_gpcc-octree-raht_r05,0.76486,0.9102,0.22449,0.93111,0.77354
p68_gpcc-octree-raht_r06,0.78423,0.91703,0.37303,0.95049,0.88302
p68_vpcc_r00,0.37165,0.59308,0.016065,0.61193,0.84997
p68_vpcc_r01,0.46011,0.6644,0.028005,0.69879,0.85391
p68_vpcc_r02,0.54158,0.71739,0.063778,0.84907,0.88003
p68_vpcc_r03,0.61072,0.76488,0.13355,0.93142,0.87486
p68_vpcc_r04,0.65956,0.79779,0.18774,0.95975,0.86931
p68_vpcc_r05,0.71098,0.84955,0.20433,0.97042,0.80106
p69_geocnn_r01,0.82022,0.82712,0.54564,0.88382,1
p69_geocnn_r02,0.92301,0.94246,0.56146,0.88124,1
p69_geocnn_r03,0.9586,0.97587,0.57099,0.87296,0.99682
p69_geocnn_r04,0.97526,0.98678,0.58427,0.86331,0.99925
p69_gpcc-octree-predlift_r02,0.24674,0.4138,0.077756,0.53066,0.063654
p69_gpcc-octree-predlift_r03,0.49585,0.67826,0.11526,0.60296,0.25309
p69_gpcc-octree-predlift_r04,0.7108,0.86332,0.24681,0.81935,0.56557
p69_gpcc-octree-predlift_r05,0.77852,0.91858,0.49826,0.90919,0.7689
p69_gpcc-octree-predlift_r06,0.78768,0.91785,0.69567,0.92872,0.87818
p69_gpcc-octree-raht_r02,0.24674,0.4138,0.075761,0.52605,0.063654
p69_gpcc-octree-raht_r03,0.49585,0.67826,0.10788,0.59673,0.25309
p69_gpcc-octree-raht_r04,0.7108,0.86332,0.19653,0.78875,0.56557
p69_gpcc-octree-raht_r05,0.77852,0.91858,0.4422,0.89454,0.7689
p69_gpcc-octree-raht_r06,0.78768,0.91785,0.64387,0.91561,0.87818
p69_vpcc_r00,0.6733,0.72281,0.094528,0.61245,0.94641
p69_vpcc_r01,0.75867,0.80408,0.1133,0.66077,0.95622
p69_vpcc_r02,0.81,0.85443,0.16277,0.74916,0.95641
p69_vpcc_r03,0.85399,0.89786,0.27167,0.86234,0.95872
p69_vpcc_r04,0.8871,0.9263,0.55823,0.92683,0.9743
p69_vpcc_r05,0.9235,0.95247,0.70233,0.9291,0.97963
p70_geocnn_r01,0.75115,0.82234,0.35936,0.91054,1
p70_geocnn_r02,0.79811,0.85705,0.37482,0.90464,1
p70_geocnn_r03,0.8459,0.88787,0.39361,0.89176,1
p70_geocnn_r04,0.881,0.92097,0.40003,0.88742,1
p70_gpcc-octree-predlift_r02,0.2296,0.50822,0.038343,0.52382,0.06686
p70_gpcc-octree-predlift_r03,0.48219,0.75303,0.070322,0.61286,0.2635
p70_gpcc-octree-predlift_r04,0.70664,0.88499,0.20714,0.85901,0.57775
p70_gpcc-octree-predlift_r05,0.76442,0.90901,0.41507,0.9041,0.77544
p70_gpcc-octree-predlift_r06,0.78387,0.91609,0.60842,0.92628,0.88476
p70_gpcc-octree-raht_r02,0.2296,0.50822,0.034849,0.52292,0.06686
p70_gpcc-octree-raht_r03,0.48219,0.75303,0.063927,0.60289,0.2635
p70_gpcc-octree-raht_r04,0.70664,0.88499,0.18262,0.82189,0.57775
p70_gpcc-octree-raht_r05,0.76442,0.90901,0.39564,0.88958,0.77544
p70_gpcc-octree-raht_r06,0.78387,0.91609,0.57053,0.91301,0.88476
p70_vpcc_r00,0.45755,0.64754,0.042339,0.56622,0.8677
p70_vpcc_r01,0.56166,0.72305,0.058795,0.60558,0.92841
p70_vpcc_r02,0.64592,0.77791,0.10616,0.71514,0.94569
p70_vpcc_r03,0.70755,0.81949,0.23495,0.84375,0.94346
p70_vpcc_r04,0.74985,0.84604,0.41257,0.89972,0.94607
p70_vpcc_r05,0.7924,0.88253,0.51729,0.91761,0.91402
p72_geocnn_r01,0.68672,0.75051,0.45801,0.9129,1
p72_geocnn_r02,0.76809,0.82528,0.47942,0.90013,1
p72_geocnn_r03,0.83107,0.87305,0.50407,0.89191,1
p72_geocnn_r04,0.87241,0.92045,0.50857,0.88594,1
p72_gpcc-octree-predlift_r02,0.23601,0.48901,0.068307,0.52124,0.064884
p72_gpcc-octree-predlift_r03,0.4844,0.73069,0.11594,0.59824,0.25998
p72_gpcc-octree-predlift_r04,0.70915,0.88143,0.27681,0.82465,0.57399
p72_gpcc-octree-predlift_r05,0.76423,0.90621,0.49837,0.89214,0.77226
p72_gpcc-octree-predlift_r06,0.78028,0.9111,0.68119,0.91394,0.88203
p72_gpcc-octree-raht_r02,0.23601,0.48901,0.063889,0.52142,0.064884
p72_gpcc-octree-raht_r03,0.4844,0.73069,0.10765,0.59131,0.25998
p72_gpcc-octree-raht_r04,0.70915,0.88143,0.24957,0.78349,0.57399
p72_gpcc-octree-raht_r05,0.76423,0.90621,0.46909,0.87146,0.77226
p72_gpcc-octree-raht_r06,0.78028,0.9111,0.64006,0.89779,0.88203
p72_vpcc_r00,0.4043,0.57945,0.077816,0.58101,0.85376
p72_vpcc_r01,0.51174,0.67,0.10112,0.61919,0.92547
p72_vpcc_r02,0.59629,0.72995,0.14882,0.68886,0.961
p72_vpcc_r03,0.66544,0.78191,0.2523,0.79215,0.97474
p72_vpcc_r04,0.715,0.81843,0.4317,0.87462,0.97747
p72_vpcc_r05,0.76602,0.86886,0.53682,0.8987,0.91019
p74_geocnn_r01,0.73153,0.78631,0.23863,0.81518,1
p74_geocnn_r02,0.78279,0.82564,0.25343,0.81105,1
p74_geocnn_r03,0.83079,0.8771,0.26082,0.81234,1
p74_geocnn_r04,0.87962,0.92066,0.27755,0.80708,1
p74_gpcc-octree-predlift_r02,0.23796,0.47119,0.027449,0.51985,0.06342
p74_gpcc-octree-predlift_r03,0.48646,0.7204,0.058556,0.65353,0.25636
p74_gpcc-octree-predlift_r04,0.709,0.87735,0.20647,0.88114,0.57186
p74_gpcc-octree-predlift_r05,0.76708,0.90853,0.39351,0.91164,0.77353
p74_gpcc-octree-predlift_r06,0.77731,0.90573,0.56686,0.9265,0.88078
p74_gpcc-octree-raht_r02,0.23796,0.47119,0.026333,0.52129,0.06342
p74_gpcc-octree-raht_r03,0.48646,0.7204,0.054706,0.64223,0.25636
p74_gpcc-octree-raht_r04,0.709,0.87735,0.18574,0.84382,0.57186
p74_gpcc-octree-raht_r05,0.76708,0.90853,0.38061,0.89406,0.77353
p74_gpcc-octree-raht_r06,0.77731,0.90573,0.54351,0.91135,0.88078
p74_vpcc_r00,0.42359,0.58565,0.047317,0.66888,0.84924
p74_vpcc_r01,0.52128,0.66182,0.07132,0.71093,0.91841
p74_vpcc_r02,0.60274,0.71882,0.12467,0.79121,0.9557
p74_vpcc_r03,0.67322,0.76989,0.223,0.88118,0.96911
p74_vpcc_r04,0.72619,0.80606,0.34072,0.93551,0.9861
p74_vpcc_r05,0.77951,0.86428,0.38719,0.94565,0.92695
p75_geocnn_r01,0.72374,0.74779,0.20612,0.88114,1
p75_geocnn_r02,0.82502,0.85412,0.23103,0.87223,1
p75_geocnn_r03,0.8797,0.91297,0.23833,0.86921,1
p75_geocnn_r04,0.91887,0.94828,0.25266,0.85992,1
p75_gpcc-octree-predlift_r02,0.23586,0.42084,0.02595,0.52104,0.06411
p75_gpcc-octree-predlift_r03,0.49188,0.70001,0.05442,0.6163,0.25311
p75_gpcc-octree-predlift_r04,0.7041,0.86242,0.1867,0.83176,0.56612
p75_gpcc-octree-predlift_r05,0.76571,0.90419,0.34099,0.87926,0.76743
p75_gpcc-octree-predlift_r06,0.76957,0.89571,0.47913,0.9163,0.87707
p75_gpcc-octree-raht_r02,0.23586,0.42084,0.025142,0.51958,0.06411
p75_gpcc-octree-raht_r03,0.49188,0.70001,0.05237,0.6108,0.25311
p75_gpcc-octree-raht_r04,0.7041,0.86242,0.1717,0.81,0.56612
p75_gpcc-octree-raht_r05,0.76571,0.90419,0.32999,0.86893,0.76743
p75_gpcc-octree-raht_r06,0.76957,0.89571,0.46226,0.90632,0.87707
p75_vpcc_r00,0.48098,0.60078,0.042447,0.64177,0.87034
p75_vpcc_r01,0.58455,0.67867,0.070314,0.71884,0.94366
p75_vpcc_r02,0.65784,0.73592,0.12912,0.80004,0.97258
p75_vpcc_r03,0.7216,0.79195,0.2106,0.86298,0.97961
p75_vpcc_r04,0.76491,0.82395,0.28574,0.90069,1
p75_vpcc_r05,0.81946,0.88333,0.30338,0.90667,0.9475
